Абсолютный путь                                                                 ,Относительный путь                                ,Класс                         
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0429.txt          ,..\Lab1\dataset\1\0429.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0430.txt          ,..\Lab1\dataset\1\0430.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0431.txt          ,..\Lab1\dataset\1\0431.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0432.txt          ,..\Lab1\dataset\1\0432.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0433.txt          ,..\Lab1\dataset\1\0433.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0434.txt          ,..\Lab1\dataset\1\0434.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0435.txt          ,..\Lab1\dataset\1\0435.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0436.txt          ,..\Lab1\dataset\1\0436.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0437.txt          ,..\Lab1\dataset\1\0437.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0438.txt          ,..\Lab1\dataset\1\0438.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0439.txt          ,..\Lab1\dataset\1\0439.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0440.txt          ,..\Lab1\dataset\1\0440.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0441.txt          ,..\Lab1\dataset\1\0441.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0442.txt          ,..\Lab1\dataset\1\0442.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0443.txt          ,..\Lab1\dataset\1\0443.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0444.txt          ,..\Lab1\dataset\1\0444.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0445.txt          ,..\Lab1\dataset\1\0445.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0446.txt          ,..\Lab1\dataset\1\0446.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0447.txt          ,..\Lab1\dataset\1\0447.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0448.txt          ,..\Lab1\dataset\1\0448.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0449.txt          ,..\Lab1\dataset\1\0449.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0450.txt          ,..\Lab1\dataset\1\0450.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0451.txt          ,..\Lab1\dataset\1\0451.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0452.txt          ,..\Lab1\dataset\1\0452.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0453.txt          ,..\Lab1\dataset\1\0453.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0454.txt          ,..\Lab1\dataset\1\0454.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0455.txt          ,..\Lab1\dataset\1\0455.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0456.txt          ,..\Lab1\dataset\1\0456.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0457.txt          ,..\Lab1\dataset\1\0457.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0458.txt          ,..\Lab1\dataset\1\0458.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0459.txt          ,..\Lab1\dataset\1\0459.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0460.txt          ,..\Lab1\dataset\1\0460.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0461.txt          ,..\Lab1\dataset\1\0461.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0462.txt          ,..\Lab1\dataset\1\0462.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0463.txt          ,..\Lab1\dataset\1\0463.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0464.txt          ,..\Lab1\dataset\1\0464.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0465.txt          ,..\Lab1\dataset\1\0465.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0466.txt          ,..\Lab1\dataset\1\0466.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0467.txt          ,..\Lab1\dataset\1\0467.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0468.txt          ,..\Lab1\dataset\1\0468.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0469.txt          ,..\Lab1\dataset\1\0469.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0470.txt          ,..\Lab1\dataset\1\0470.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0471.txt          ,..\Lab1\dataset\1\0471.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0472.txt          ,..\Lab1\dataset\1\0472.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0473.txt          ,..\Lab1\dataset\1\0473.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0474.txt          ,..\Lab1\dataset\1\0474.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0475.txt          ,..\Lab1\dataset\1\0475.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0476.txt          ,..\Lab1\dataset\1\0476.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0477.txt          ,..\Lab1\dataset\1\0477.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0478.txt          ,..\Lab1\dataset\1\0478.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0479.txt          ,..\Lab1\dataset\1\0479.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0480.txt          ,..\Lab1\dataset\1\0480.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0481.txt          ,..\Lab1\dataset\1\0481.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0482.txt          ,..\Lab1\dataset\1\0482.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0483.txt          ,..\Lab1\dataset\1\0483.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0484.txt          ,..\Lab1\dataset\1\0484.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0485.txt          ,..\Lab1\dataset\1\0485.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0486.txt          ,..\Lab1\dataset\1\0486.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0487.txt          ,..\Lab1\dataset\1\0487.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0488.txt          ,..\Lab1\dataset\1\0488.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0489.txt          ,..\Lab1\dataset\1\0489.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0490.txt          ,..\Lab1\dataset\1\0490.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0491.txt          ,..\Lab1\dataset\1\0491.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0492.txt          ,..\Lab1\dataset\1\0492.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0493.txt          ,..\Lab1\dataset\1\0493.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0494.txt          ,..\Lab1\dataset\1\0494.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0495.txt          ,..\Lab1\dataset\1\0495.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0496.txt          ,..\Lab1\dataset\1\0496.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0497.txt          ,..\Lab1\dataset\1\0497.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0498.txt          ,..\Lab1\dataset\1\0498.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0499.txt          ,..\Lab1\dataset\1\0499.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0500.txt          ,..\Lab1\dataset\1\0500.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0501.txt          ,..\Lab1\dataset\1\0501.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0502.txt          ,..\Lab1\dataset\1\0502.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0503.txt          ,..\Lab1\dataset\1\0503.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0001.txt          ,..\Lab1\dataset\2\0001.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0002.txt          ,..\Lab1\dataset\2\0002.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0003.txt          ,..\Lab1\dataset\2\0003.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0004.txt          ,..\Lab1\dataset\2\0004.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0005.txt          ,..\Lab1\dataset\2\0005.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0006.txt          ,..\Lab1\dataset\2\0006.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0007.txt          ,..\Lab1\dataset\2\0007.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0008.txt          ,..\Lab1\dataset\2\0008.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0009.txt          ,..\Lab1\dataset\2\0009.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0010.txt          ,..\Lab1\dataset\2\0010.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0011.txt          ,..\Lab1\dataset\2\0011.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0012.txt          ,..\Lab1\dataset\2\0012.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0013.txt          ,..\Lab1\dataset\2\0013.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0014.txt          ,..\Lab1\dataset\2\0014.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0015.txt          ,..\Lab1\dataset\2\0015.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0016.txt          ,..\Lab1\dataset\2\0016.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0017.txt          ,..\Lab1\dataset\2\0017.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0018.txt          ,..\Lab1\dataset\2\0018.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0019.txt          ,..\Lab1\dataset\2\0019.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0020.txt          ,..\Lab1\dataset\2\0020.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0021.txt          ,..\Lab1\dataset\2\0021.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0022.txt          ,..\Lab1\dataset\2\0022.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0023.txt          ,..\Lab1\dataset\2\0023.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0024.txt          ,..\Lab1\dataset\2\0024.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0025.txt          ,..\Lab1\dataset\2\0025.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0026.txt          ,..\Lab1\dataset\2\0026.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0027.txt          ,..\Lab1\dataset\2\0027.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0028.txt          ,..\Lab1\dataset\2\0028.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0029.txt          ,..\Lab1\dataset\2\0029.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0030.txt          ,..\Lab1\dataset\2\0030.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0031.txt          ,..\Lab1\dataset\2\0031.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0032.txt          ,..\Lab1\dataset\2\0032.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0033.txt          ,..\Lab1\dataset\2\0033.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0034.txt          ,..\Lab1\dataset\2\0034.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0035.txt          ,..\Lab1\dataset\2\0035.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0036.txt          ,..\Lab1\dataset\2\0036.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0037.txt          ,..\Lab1\dataset\2\0037.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0038.txt          ,..\Lab1\dataset\2\0038.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0039.txt          ,..\Lab1\dataset\2\0039.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0040.txt          ,..\Lab1\dataset\2\0040.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0041.txt          ,..\Lab1\dataset\2\0041.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0042.txt          ,..\Lab1\dataset\2\0042.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0043.txt          ,..\Lab1\dataset\2\0043.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0044.txt          ,..\Lab1\dataset\2\0044.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0045.txt          ,..\Lab1\dataset\2\0045.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0046.txt          ,..\Lab1\dataset\2\0046.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0047.txt          ,..\Lab1\dataset\2\0047.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0048.txt          ,..\Lab1\dataset\2\0048.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0049.txt          ,..\Lab1\dataset\2\0049.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0050.txt          ,..\Lab1\dataset\2\0050.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0051.txt          ,..\Lab1\dataset\2\0051.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0052.txt          ,..\Lab1\dataset\2\0052.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0053.txt          ,..\Lab1\dataset\2\0053.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0054.txt          ,..\Lab1\dataset\2\0054.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0055.txt          ,..\Lab1\dataset\2\0055.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0056.txt          ,..\Lab1\dataset\2\0056.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0057.txt          ,..\Lab1\dataset\2\0057.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0058.txt          ,..\Lab1\dataset\2\0058.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0059.txt          ,..\Lab1\dataset\2\0059.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0060.txt          ,..\Lab1\dataset\2\0060.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\2\0061.txt          ,..\Lab1\dataset\2\0061.txt                        ,2                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0001.txt          ,..\Lab1\dataset\3\0001.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0002.txt          ,..\Lab1\dataset\3\0002.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0003.txt          ,..\Lab1\dataset\3\0003.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0004.txt          ,..\Lab1\dataset\3\0004.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0005.txt          ,..\Lab1\dataset\3\0005.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0006.txt          ,..\Lab1\dataset\3\0006.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0007.txt          ,..\Lab1\dataset\3\0007.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0008.txt          ,..\Lab1\dataset\3\0008.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0009.txt          ,..\Lab1\dataset\3\0009.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0010.txt          ,..\Lab1\dataset\3\0010.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0011.txt          ,..\Lab1\dataset\3\0011.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0012.txt          ,..\Lab1\dataset\3\0012.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0013.txt          ,..\Lab1\dataset\3\0013.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0014.txt          ,..\Lab1\dataset\3\0014.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0015.txt          ,..\Lab1\dataset\3\0015.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0016.txt          ,..\Lab1\dataset\3\0016.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0017.txt          ,..\Lab1\dataset\3\0017.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0018.txt          ,..\Lab1\dataset\3\0018.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0019.txt          ,..\Lab1\dataset\3\0019.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0020.txt          ,..\Lab1\dataset\3\0020.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0021.txt          ,..\Lab1\dataset\3\0021.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0022.txt          ,..\Lab1\dataset\3\0022.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0023.txt          ,..\Lab1\dataset\3\0023.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0024.txt          ,..\Lab1\dataset\3\0024.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0025.txt          ,..\Lab1\dataset\3\0025.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0026.txt          ,..\Lab1\dataset\3\0026.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0027.txt          ,..\Lab1\dataset\3\0027.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0028.txt          ,..\Lab1\dataset\3\0028.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0029.txt          ,..\Lab1\dataset\3\0029.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0030.txt          ,..\Lab1\dataset\3\0030.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0031.txt          ,..\Lab1\dataset\3\0031.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0032.txt          ,..\Lab1\dataset\3\0032.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0033.txt          ,..\Lab1\dataset\3\0033.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0034.txt          ,..\Lab1\dataset\3\0034.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0035.txt          ,..\Lab1\dataset\3\0035.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0036.txt          ,..\Lab1\dataset\3\0036.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0037.txt          ,..\Lab1\dataset\3\0037.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0038.txt          ,..\Lab1\dataset\3\0038.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0039.txt          ,..\Lab1\dataset\3\0039.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0040.txt          ,..\Lab1\dataset\3\0040.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0041.txt          ,..\Lab1\dataset\3\0041.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0042.txt          ,..\Lab1\dataset\3\0042.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0043.txt          ,..\Lab1\dataset\3\0043.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0044.txt          ,..\Lab1\dataset\3\0044.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0045.txt          ,..\Lab1\dataset\3\0045.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0046.txt          ,..\Lab1\dataset\3\0046.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0047.txt          ,..\Lab1\dataset\3\0047.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0048.txt          ,..\Lab1\dataset\3\0048.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0049.txt          ,..\Lab1\dataset\3\0049.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0050.txt          ,..\Lab1\dataset\3\0050.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0051.txt          ,..\Lab1\dataset\3\0051.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0052.txt          ,..\Lab1\dataset\3\0052.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0053.txt          ,..\Lab1\dataset\3\0053.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0054.txt          ,..\Lab1\dataset\3\0054.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0055.txt          ,..\Lab1\dataset\3\0055.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0056.txt          ,..\Lab1\dataset\3\0056.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0057.txt          ,..\Lab1\dataset\3\0057.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0058.txt          ,..\Lab1\dataset\3\0058.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0059.txt          ,..\Lab1\dataset\3\0059.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0060.txt          ,..\Lab1\dataset\3\0060.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0061.txt          ,..\Lab1\dataset\3\0061.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0062.txt          ,..\Lab1\dataset\3\0062.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0063.txt          ,..\Lab1\dataset\3\0063.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0064.txt          ,..\Lab1\dataset\3\0064.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0065.txt          ,..\Lab1\dataset\3\0065.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0066.txt          ,..\Lab1\dataset\3\0066.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0067.txt          ,..\Lab1\dataset\3\0067.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0068.txt          ,..\Lab1\dataset\3\0068.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0069.txt          ,..\Lab1\dataset\3\0069.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0070.txt          ,..\Lab1\dataset\3\0070.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\3\0071.txt          ,..\Lab1\dataset\3\0071.txt                        ,3                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\4\0001.txt          ,..\Lab1\dataset\4\0001.txt                        ,4                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\4\0002.txt          ,..\Lab1\dataset\4\0002.txt                        ,4                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\4\0003.txt          ,..\Lab1\dataset\4\0003.txt                        ,4                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\4\0004.txt          ,..\Lab1\dataset\4\0004.txt                        ,4                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\4\0005.txt          ,..\Lab1\dataset\4\0005.txt                        ,4                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\4\0006.txt          ,..\Lab1\dataset\4\0006.txt                        ,4                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\4\0007.txt          ,..\Lab1\dataset\4\0007.txt                        ,4                             
